vendor_name,year_month,monthly_spend
Jensen Group. INVOICE,2009-12-01,3.0
"Rogers, Olson and Sanders",2009-12-01,2.0
BSS,2010-01-01,1511.9
TAX INVOICE,2010-01-01,815.3900000000001
Ba.,2010-01-01,627.97
tut Bryan,2010-01-01,532.1
"Graham, Carrio and Stark",2010-01-01,270.54
INVOICE,2010-01-01,181.2
=) UJ,2010-01-01,96.29
Bill o:Ronald Jordan,2010-01-01,93.57
COMMERCIAL INVOICE,2010-01-01,83.05
"""am NO",2010-01-01,61.77
Buyer :Jodi Green,2010-01-01,26.95
COMMERCIAL INVOICE =Ay,2010-01-01,6.12
Jensen Group. INVOICE,2010-01-01,6.0
ss,2010-01-01,6.0
Yoder Luc,2010-01-01,3.84
Date: 10-Jan-2010,2010-01-01,1.0
INVOICE ©,2010-01-01,0.0
"Duran, Morgan and Loper TAX INVOICE",2010-02-01,648.04
TAX INVOICE,2010-02-01,414.53
INVOICE,2010-02-01,400.6
COMMERCIAL INVOICE,2010-02-01,227.93
BSS,2010-02-01,197.46
SE Invoice Date: 25-Feb-2010,2010-02-01,191.34
"""am NO",2010-02-01,43.1
"Parker, Phillips and Thomas",2010-02-01,27.22
COMMERCIAL INV,2010-02-01,8.28
Invoice Date: 25-Feb-2010,2010-02-01,6.0
TAX INVOICE A\,2010-02-01,4.0
INVOICE # sy7MS0-077,2010-02-01,3.0
INVOICE 10 6103-819,2010-02-01,3.0
COMMERCIAL INV,2010-03-01,894.54
Ba.,2010-03-01,458.0
Address:4894 Melanie Pass Apt. 742,2010-03-01,161.22
INVOICE,2010-03-01,58.95
COMMERCIAL INVOICE,2010-03-01,54.46
"Parker, Phillips and Thomas",2010-03-01,43.89
Robinson-Carson 62 96 e,2010-03-01,21.41
"Rogers, Olson and Sanders",2010-03-01,5.0
=) a,2010-03-01,3.0
Date: 18-Mar-2010,2010-03-01,3.0
Date: 29-Mar-2010,2010-03-01,3.0
TAX INVOICE A\,2010-03-01,3.0
INVOICE A\,2010-03-01,1.0
TAX INVOICE,2010-03-01,1.0
Buyer :Rebecca Davis,2010-04-01,9690.08
INVOICE,2010-04-01,1342.46
COMMERCIAL INVOICE,2010-04-01,1268.47
"Duran, Morgan andl Loper, COMMERCIAL INVOIC",2010-04-01,362.08
TAX INVOICE ©,2010-04-01,285.40999999999997
Yoder Luc,2010-04-01,77.98
S TAX INVOICE,2010-04-01,17.53
TAX INVOICE,2010-04-01,6.0
INVOICE 1D 8059-362,2010-04-01,3.0
"Rogers, Olson and Sanders",2010-04-01,3.0
COMMERCIAL INVOICE ©,2010-04-01,0.0
TAX INVOICE,2010-05-01,1758.2600000000002
Huft-Bryan,2010-05-01,1354.6799999999998
INVOICE,2010-05-01,1105.68
COMMERCIAL INVOICE,2010-05-01,434.34
"Parker, Phillips and Thomas",2010-05-01,275.67
INVOICE ©,2010-05-01,89.25
"Rogers, Olson and Sanders",2010-05-01,89.02
92739 Diana Light,2010-05-01,86.33
Yoder Luc,2010-05-01,86.06
INVOICE Invoice number INV87678831,2010-05-01,4.0
Date: 20-May-2010,2010-05-01,3.0
——,2010-05-01,3.0
COMMERCIAL INVOICE ©,2010-05-01,0.0
COMMERCIAL INVOICE,2010-06-01,1547.0
TAX INVOICE,2010-06-01,1034.1799999999998
INVOICE,2010-06-01,876.01
BSS,2010-06-01,686.47
=,2010-06-01,347.14
TAX INVOICE ©,2010-06-01,250.5
co TAX INVOICE,2010-06-01,50.59
=) a,2010-06-01,6.0
ss,2010-06-01,6.0
TAX INVOICE A\,2010-06-01,3.0
Address:4894 Melanie Pass Apt. 742,2010-06-01,0.0
Invoice Date: 05-Jul-2010,2010-07-01,419.68
TAX INVOICE,2010-07-01,174.98
=) UJ,2010-07-01,91.86
Bil toxett Fox,2010-07-01,82.37
A Invoice Date: 13-Jul-2010,2010-07-01,73.0
Bil toil Spears,2010-07-01,65.62
INVOICE,2010-07-01,32.980000000000004
co TAX INVOICE,2010-07-01,23.9
"Rogers, Olson and Sanders",2010-07-01,11.0
COMMERCIAL INVOICE,2010-07-01,4.23
INVOICE 1D INV20252091,2010-07-01,4.12
INVOICE ©,2010-07-01,0.0
A Invoice Date: 07-Aug-2010,2010-08-01,575.51
INVOICE,2010-08-01,512.3000000000001
COMMERCIAL INVOICE,2010-08-01,495.94
| LCO jj,2010-08-01,95.07
S TAX INVOICE,2010-08-01,73.77
8747 Laura arbor Suite 242,2010-08-01,31.46
COMMERCIAL INVOICE ©,2010-08-01,10.98
tut Bryan,2010-08-01,6.0
INVOICE A\,2010-08-01,5.0
Jensen Group. INVOICE,2010-08-01,5.0
"Rogers, Olson and Sanders",2010-08-01,5.0
INVOICE # 7¥2M9d-990,2010-08-01,3.39
Date: 02-Aug-2010,2010-08-01,3.0
TAX INVOICE,2010-08-01,3.0
INVOICE 1D INVi67-43/626,2010-08-01,2.0
Address:4894 Melanie Pass Apt. 742,2010-08-01,0.0
INVOICE,2010-09-01,1168.5900000000001
Robinson-Carson 62 96 e,2010-09-01,110.34
Yoder Luc,2010-09-01,99.08
"""am NO",2010-09-01,62.69
COMMERCIAL INVOICE,2010-09-01,47.5
TAX INVOICE A\,2010-09-01,5.0
"TAX INVOICE INVOICE ID INVO7453975,",2010-09-01,2.0
TAX INVOICE,2010-09-01,1.0
Address:4894 Melanie Pass Apt. 742,2010-09-01,0.0
=) UJ,2010-10-01,367.16
Bill to:Melinda Davis,2010-10-01,76.78
y| LCO |,2010-10-01,67.5
COMMERCIAL INVOICE,2010-10-01,17.0
TAX INVOICE,2010-10-01,11.29
co TAX INVOICE,2010-10-01,1.0
Hutt-Bryan,2010-11-01,1527.24
COMMERCIAL INVOICE,2010-11-01,755.64
A Invoice Date: 24-Nov-2010,2010-11-01,515.11
INVOICE,2010-11-01,417.4
S INVOICE,2010-11-01,162.3
TAX INVOICE,2010-11-01,88.66
y| LCO |,2010-11-01,84.94
| LCO jj,2010-11-01,81.56
"Duran, Morgan and Loper INVOICE",2010-11-01,50.86
co TAX INVOICE,2010-11-01,31.9
COMMERCIAL INVOICE Invoice number 3834-851,2010-11-01,1.0
INVOICE,2010-12-01,1757.4099999999999
tut Bryan,2010-12-01,700.11
"Duran, Morgan andl Loper, COMMERCIAL INVOIC",2010-12-01,501.7
TAX INVOICE ©,2010-12-01,491.7
Huft-Bryan,2010-12-01,224.64
TAX INVOICE,2010-12-01,57.3
INVOICE ©,2010-12-01,45.29
Bil to:Kimberly Kent,2010-12-01,34.15
y| LCO |,2010-12-01,17.35
COMMERCIAL INVOICE,2010-12-01,10.95
Invoice number 6Y2M9d-905,2010-12-01,5.0
TAX INVOICE INVOICE # 1007-495,2010-12-01,4.0
Yoder Luc,2010-12-01,2.0
"Duran, Morgan andl Loper, COMMERCIAL INVOIC",2011-01-01,967.77
=,2011-01-01,200.86
INVOICE,2011-01-01,130.07
COMMERCIAL INVOICE,2011-01-01,109.1
Robinson-Carson 62 96 e,2011-01-01,76.56
"""am NO",2011-01-01,63.1
=) a,2011-01-01,23.92
"Parker, Phillips and Thomas",2011-01-01,19.7
Invoice number INVI86 71857,2011-01-01,9.11
Date: 09-Jan-2011,2011-01-01,4.0
TAX INVOICE,2011-01-01,3.0
Bil to:Ralph Hernandez,2011-01-01,2.38
Invoice Date: 11-Jan-2011,2011-01-01,1.0
Address:4894 Melanie Pass Apt. 742,2011-01-01,0.0
INVOICE B ~\,2011-02-01,526.99
COMMERCIAL INVOICE,2011-02-01,511.40999999999997
Yoder Luc,2011-02-01,87.46
"""am NO",2011-02-01,83.64
S COMMERCIAL INVOICE,2011-02-01,67.44
ss,2011-02-01,53.12
INVOICE,2011-02-01,12.39
INVOICE 1p 4v7M4d-604,2011-02-01,4.0
TAX INVOICE,2011-02-01,0.2
Address:4894 Melanie Pass Apt. 742,2011-02-01,0.0
COMMERCIAL INVOICE ©,2011-02-01,0.0
"Duran, Morgan andl Loper, COMMERCIAL INVOIC",2011-03-01,1142.07
COMMERCIAL INVOICE,2011-03-01,998.81
ZEON,2011-03-01,764.44
TAX INVOICE,2011-03-01,482.06
Yoder Luc,2011-03-01,114.69
INVOICE,2011-03-01,42.3
Bil to:Victoria Herrera,2011-03-01,36.01
INVOICE # ay2M1d-674,2011-03-01,11.85
Buyer :Susan Floyd,2011-03-01,9.73
INVOICE 1D 9vaMea-125,2011-03-01,7.09
"Rogers, Olson and Sanders",2011-03-01,5.0
Invoice Date: 30-Mar-2011,2011-03-01,4.0
INVOICE A\,2011-03-01,1.0
INVOICE ©,2011-03-01,0.0
"Parker, Phillips and Thomas",2011-04-01,144.34
INVOICE,2011-04-01,99.67
"""am NO",2011-04-01,60.89
Ba.,2011-04-01,60.28
COMMERCIAL INVOICE,2011-04-01,25.81
S COMMERCIAL INVOICE,2011-04-01,18.74
TAX INVOICE,2011-04-01,14.0
INVOICE 10 WWv94320226,2011-04-01,9.25
INVOICE # 5y2M6d-009,2011-04-01,2.0
"Rogers, Olson and Sanders",2011-04-01,2.0
INVOICE ©,2011-04-01,0.0
A Invoice Date: 26-May-2011,2011-05-01,643.6
Yoder Luc,2011-05-01,86.83000000000001
Address:4894 Melanie Pass Apt. 742,2011-05-01,84.96
ss,2011-05-01,66.63
TAX INVOICE,2011-05-01,19.18
INVOICE,2011-05-01,15.0
INVOICE A\,2011-05-01,6.0
"Rogers, Olson and Sanders",2011-05-01,6.0
Invoice number 6136-941,2011-05-01,5.0
co COMMERCIAL INVOICE,2011-05-01,3.0
COMMERCIAL INVOICE,2011-05-01,2.0
INVOICE 1D 3Y1MTa-913,2011-05-01,2.0
INVOICE ©,2011-05-01,0.0
Huff-Bryan,2011-06-01,451.3
BSS,2011-06-01,303.58
Jensen Group. INVOICE,2011-06-01,87.39
"Parker, Phillips and Thomas",2011-06-01,77.51
S TAX INVOICE,2011-06-01,66.32
co TAX INVOICE,2011-06-01,60.56
COMMERCIAL INVOICE,2011-06-01,15.01
"Rogers, Olson and Sanders",2011-06-01,14.83
INVOICE,2011-06-01,10.0
as,2011-06-01,6.0
INVOICE 1D nyvs1 189524,2011-06-01,5.0
co COMMERCIAL INVOICE,2011-06-01,1.0
Robinson-Carson 62 96 e,2011-07-01,797.19
TAX INVOICE,2011-07-01,688.73
"Rogers, Olson and Sanders",2011-07-01,170.14
INVOICE,2011-07-01,88.82
"Parker, Phillips and Thomas",2011-07-01,66.56
S COMMERCIAL INVOICE,2011-07-01,58.21
ss,2011-07-01,9.0
Invoice Date: 24-Jul-2011,2011-07-01,3.0
Invoice number INVI16-301481,2011-07-01,2.0
COMMERCIAL INVOICE,2011-07-01,1.0
"Graham, Carrio and Stark",2011-07-01,0.09
Address:4894 Melanie Pass Apt. 742,2011-07-01,0.0
INVOICE ©,2011-07-01,0.0
TAX INVOICE,2011-08-01,1064.67
INVOICE,2011-08-01,278.22
ss,2011-08-01,238.85
=) UJ,2011-08-01,235.9
Buyer :David Lara,2011-08-01,84.79
Ba.,2011-08-01,65.36
"Parker, Phillips and Thomas",2011-08-01,49.49
Yoder Luc,2011-08-01,39.69
Jensen Group. INVOICE,2011-08-01,27.25
INVOICE Invoice number 0576-839,2011-08-01,6.0
INVOICE INVOICE ID INV38710446,2011-08-01,5.0
COMMERCIAL INVOICE A\,2011-08-01,4.0
INVOICE 10 INvi27-351692,2011-08-01,2.0
Address:4894 Melanie Pass Apt. 742,2011-08-01,0.0
TA Date: 28-Sep-2011,2011-09-01,1127.21
Jensen Group. INVOICE,2011-09-01,968.75
BSS,2011-09-01,428.64
LTA Date: 30-Sep-2011,2011-09-01,397.81
S TAX INVOICE,2011-09-01,149.72
tut Bryan,2011-09-01,81.48
ss,2011-09-01,58.58
INVOICE,2011-09-01,27.2
TAX INVOICE,2011-09-01,6.0
COMMERCIAL INVOICE,2011-09-01,5.0
Jensen Grou INVOICE,2011-09-01,5.0
INVOICE A\,2011-09-01,1.0
INVOICE ©,2011-09-01,0.0
INVOICE,2011-10-01,1440.3400000000001
COMMERCIAL INVOICE,2011-10-01,795.67
My Date: 08-Oct-2011,2011-10-01,557.04
EA Invoice Date: 08-Oct-2011,2011-10-01,550.38
TAX INVOICE A\,2011-10-01,328.86
Address:4894 Melanie Pass Apt. 742,2011-10-01,100.88
TAX INVOICE,2011-10-01,93.94
COMMERCIAL INVOICE ©,2011-10-01,18.62
Invoice Date: 10-Oct-2011,2011-10-01,6.0
INVOICE A\,2011-10-01,3.0
INVOICE INVOICE ID 7588-606,2011-10-01,2.0
fut-Bryan,2011-11-01,797.41
COMMERCIAL INV,2011-11-01,634.97
COMMERCIAL INVOICE,2011-11-01,146.1
"Parker, Phillips and Thomas",2011-11-01,91.99
TAX INVOICE,2011-11-01,68.43
Bil to:Christine Beasley,2011-11-01,55.09
S COMMERCIAL INVOICE,2011-11-01,46.65
TAX INVOICE A\,2011-11-01,9.0
INVOICE,2011-11-01,6.0
INVOICE A\,2011-11-01,4.0
=) a,2011-11-01,3.0
INVOICE ©,2011-11-01,0.0
TAX INVOICE,2011-12-01,1382.56
"Parker, Phillips and Thomas",2011-12-01,132.12
INVOICE,2011-12-01,118.52000000000001
| LS,2011-12-01,15.61
COMMERCIAL INVOICE,2011-12-01,12.0
tut Bryan,2011-12-01,7.94
COMMERCIAL INVOICE INVOICE ID INV09272713,2011-12-01,6.0
Yoder Luc,2011-12-01,6.0
INVOICE # 7vaMge-487,2011-12-01,5.0
"Rogers, Olson and Sanders",2011-12-01,5.0
ss,2011-12-01,4.0
Date: 24-Dec-2011,2011-12-01,3.0
Invoice Date: 19-Dec-2011,2011-12-01,3.0
Invoice Date: 03-Dec-2011,2011-12-01,2.0
INVOICE ©,2011-12-01,0.0
TAX INVOICE,2012-01-01,2479.62
tut Bryan,2012-01-01,119.14
Bill torMr. Kenneth Wade,2012-01-01,67.99
COMMERCIAL INVOICE,2012-01-01,48.49
Date: 01-Jan-2012,2012-01-01,6.0
INVOICE,2012-01-01,3.0
"Rogers, Olson and Sanders",2012-01-01,1.0
Address:4894 Melanie Pass Apt. 742,2012-01-01,0.0
SA invoice Date: 05-Feb-2012,2012-02-01,1126.04
TAX INVOICE,2012-02-01,819.06
SE Invoice Date: 12-Feb-2012,2012-02-01,342.14
COMMERCIAL INVOICE,2012-02-01,179.25
"Parker, Phillips and Thomas",2012-02-01,42.72
Date: 24-Feb-2012,2012-02-01,38.1
| LCO jj,2012-02-01,37.5
Bill to:Melissa Horn,2012-02-01,24.5
TAX INVOICE A\,2012-02-01,5.0
Invoice number INV90745050,2012-02-01,4.45
fut-Bryan,2012-02-01,3.0
INVOICE,2012-02-01,1.0
INVOICE,2012-03-01,569.14
Huff-Bryan,2012-03-01,435.46
MB Date: 05-Mar-2012,2012-03-01,227.74
COMMERCIAL INVOICE A\,2012-03-01,89.19
co COMMERCIAL INVOICE,2012-03-01,76.16
"Parker, Phillips and Thomas",2012-03-01,64.8
Yoder LLC,2012-03-01,57.96
| LCO jj,2012-03-01,31.75
Ba.,2012-03-01,29.08
COMMERCIAL INVOICE,2012-03-01,25.0
TAX INVOICE,2012-03-01,9.0
Date: 09-Mar-2012,2012-03-01,5.0
Date: 18-Mar-2012,2012-03-01,5.0
INVOICE # 5042-901,2012-03-01,5.0
INVOICE 10 INVis0-07/861,2012-03-01,3.0
INVOICE 10 nNvs2181099,2012-03-01,3.0
=) a,2012-03-01,2.0
Date: 11-Mar-2012,2012-03-01,2.0
Invoice number INVI23-691466,2012-03-01,1.0
Address:4894 Melanie Pass Apt. 742,2012-03-01,0.0
A Date: 02-Apr-2012,2012-04-01,569.48
Buyer ‘Sheryl Turner,2012-04-01,54.93
TAX INVOICE,2012-04-01,19.0
INVOICE,2012-04-01,17.0
COMMERCIAL INVOICE,2012-04-01,10.0
Invoice Date: 03-Apr-2012,2012-04-01,5.0
Yoder Luc,2012-04-01,2.54
Invoice number 4YaMed-234,2012-04-01,1.0
Invoice number 6Y4M6d-199,2012-04-01,1.0
yy Date: 11-May-2012,2012-05-01,287.77
Ba.,2012-05-01,227.49
"Parker, Phillips and Thomas",2012-05-01,113.96
Robinson-Carson 62 96 e,2012-05-01,68.37
ss,2012-05-01,58.35
S INVOICE,2012-05-01,23.36
TAX INVOICE,2012-05-01,16.4
COMMERCIAL INVOICE,2012-05-01,9.0
INVOICE,2012-05-01,5.84
"Rogers, Olson and Sanders",2012-05-01,4.0
co TAX INVOICE,2012-05-01,3.0
INVOICE 1D INVeze40382,2012-05-01,2.0
INVOICE,2012-06-01,1513.68
SB Invoice Date: 19-Jun-2012,2012-06-01,784.29
=) UJ,2012-06-01,750.14
TAX INVOICE,2012-06-01,699.8
Ba.,2012-06-01,661.72
Yoder Luc,2012-06-01,19.89
Invoice Date: 06-Jun-2012,2012-06-01,5.0
COMMERCIAL INVOICE,2012-06-01,2.17
co TAX INVOICE,2012-06-01,1.0
COMMERCIAL INVOICE ©,2012-06-01,0.0
INVOICE ©,2012-06-01,0.0
INVOICE,2012-07-01,2284.08
COMMERCIAL INVOICE,2012-07-01,1315.3300000000002
TAX INVOICE,2012-07-01,960.19
Ba.,2012-07-01,530.31
"Parker, Phillips and Thomas",2012-07-01,103.92
ss,2012-07-01,92.73
Invoice Date: 26-Jul-2012,2012-07-01,4.0
——,2012-07-01,4.0
"Duran, Morgan andl Loper, COMMERCIAL INVOIC",2012-08-01,1276.78
TAX INVOICE,2012-08-01,732.77
"Parker, Phillips and Thomas",2012-08-01,90.88
"""am NO",2012-08-01,72.18
INVOICE ©,2012-08-01,71.47
INVOICE,2012-08-01,68.97999999999999
BSS,2012-08-01,45.3
COMMERCIAL INVOICE,2012-08-01,11.0
Invoice Date: 20-Aug-2012,2012-08-01,2.0
Address:4894 Melanie Pass Apt. 742,2012-09-01,300.72
Bill t:Kelsey Boyd,2012-09-01,67.3
Yoder Luc,2012-09-01,51.68
Robinson-Carson 62 96 e,2012-09-01,44.93
Bill to:Justin Cook,2012-09-01,24.75
INVOICE,2012-09-01,19.93
rd Bill to:Sarah Bennett,2012-09-01,15.08
COMMERCIAL INVOICE,2012-09-01,11.59
co COMMERCIAL INVOICE,2012-09-01,7.08
Invoice number INV75508065,2012-09-01,4.0
"Rogers, Olson and Sanders",2012-09-01,3.0
INVOICE # 4428-093,2012-09-01,2.0
=) a,2012-09-01,1.0
Invoice Date: 16-Sep-2012,2012-09-01,1.0
COMMERCIAL INVOICE ©,2012-09-01,0.0
INVOICE ©,2012-09-01,0.0
Wy Date: 14-Oct-2012,2012-10-01,1117.65
TAX INVOICE,2012-10-01,957.05
Huff-Bryan,2012-10-01,196.09
COMMERCIAL INVOICE,2012-10-01,17.0
=) UJ,2012-10-01,11.36
INVOICE,2012-10-01,6.23
INVOICE # 9ysMr70-735,2012-10-01,4.0
Address:4894 Melanie Pass Apt. 742,2012-10-01,0.0
COMMERCIAL INVOICE,2012-11-01,1426.18
TAX INVOICE,2012-11-01,909.08
=) UJ,2012-11-01,805.94
"Parker, Phillips and Thomas",2012-11-01,97.73
Yoder Luc,2012-11-01,61.63
| LCO jj,2012-11-01,60.81
Bill to:Taylor Bridges,2012-11-01,39.08
SN Date: 30-Nov-2012,2012-11-01,7.0
=) a,2012-11-01,6.0
Invoice number INv98738629,2012-11-01,5.0
co TAX INVOICE,2012-11-01,4.0
Invoice number INVI78-28/110,2012-11-01,2.0
tut Bryan,2012-12-01,755.72
INVOICE,2012-12-01,533.64
TAX INVOICE,2012-12-01,108.2
"Parker, Phillips and Thomas",2012-12-01,20.98
INVOICE # 8459-145,2012-12-01,11.0
=) a,2012-12-01,6.0
COMMERCIAL INVOICE,2012-12-01,6.0
ss,2012-12-01,6.0
Invoice number 3673-529,2012-12-01,2.0
TAX INVOICE,2013-01-01,968.93
COMMERCIAL INVOICE,2013-01-01,288.21999999999997
INVOICE # evaMe-456,2013-01-01,130.44
y| LCO |,2013-01-01,58.79
INVOICE,2013-01-01,8.73
INVOICE 10 eveN2d-098,2013-01-01,4.08
"Rogers, Olson and Sanders",2013-01-01,2.0
Ba.,2013-02-01,5420.0
ZEON,2013-02-01,500.71
INVOICE,2013-02-01,233.98999999999998
TAX INVOICE,2013-02-01,120.04
y| LCO |,2013-02-01,81.96
Yoder Luc,2013-02-01,57.05
S INVOICE,2013-02-01,40.59
INVOICE 10 INVI72 53885,2013-02-01,33.22
Date: 28-Feb-2013,2013-02-01,6.0
"Rogers, Olson and Sanders",2013-02-01,5.0
TAX INVOICE INVOICE ID 5476-783,2013-02-01,5.0
ss,2013-02-01,5.0
——,2013-02-01,4.0
=) a,2013-02-01,3.0
Address:4894 Melanie Pass Apt. 742,2013-02-01,0.0
COMMERCIAL INVOICE ©,2013-02-01,0.0
INVOICE ©,2013-02-01,0.0
BSS,2013-03-01,1334.63
Buyer :Scott Potts,2013-03-01,69.44
"Parker, Phillips and Thomas",2013-03-01,64.65
=) UJ,2013-03-01,57.88
S TAX INVOICE,2013-03-01,52.95
COMMERCIAL INVOICE,2013-03-01,41.81
co COMMERCIAL INVOICE,2013-03-01,28.68
TAX INVOICE,2013-03-01,23.1
INVOICE,2013-03-01,8.0
S INVOICE,2013-03-01,6.37
INVOICE 1D INve0683977,2013-03-01,4.0
COMMERCIAL INVOICE ©,2013-03-01,1.0
Ba.,2013-04-01,1083.65
=) UJ,2013-04-01,943.6
SA Invoice Date: 06-Apr-2013,2013-04-01,474.21
Yoder Luc,2013-04-01,183.74
"Parker, Phillips and Thomas",2013-04-01,94.81
COMMERCIAL INVOICE,2013-04-01,80.86
TAX INVOICE,2013-04-01,75.04
TAX INVOICE ©,2013-04-01,63.17
"Rogers, Olson and Sanders",2013-04-01,11.0
Jensen Group. INVOICE,2013-04-01,8.43
INVOICE,2013-04-01,6.0
Address:4894 Melanie Pass Apt. 742,2013-04-01,0.0
COMMERCIAL INVOICE,2013-05-01,798.21
Ba.,2013-05-01,463.29
INVOICE,2013-05-01,180.78
co COMMERCIAL INVOICE,2013-05-01,65.48
TAX INVOICE,2013-05-01,26.21
| LCO jj,2013-05-01,15.82
S TAX INVOICE,2013-05-01,7.67
INVOICE A\,2013-05-01,6.0
INVOICE # INV30187268,2013-05-01,4.0
WA Date: 30-Jun-2013,2013-06-01,1456.41
COMMERCIAL INVOICE,2013-06-01,1049.8400000000001
Invoice Date: 25-Jun-2013,2013-06-01,680.79
TAX INVOICE,2013-06-01,596.5600000000001
ZEON,2013-06-01,509.04
A Invoice Date: 13-Jun-2013,2013-06-01,262.78
LS,2013-06-01,37.35
INVOICE,2013-06-01,27.369999999999997
COMMERCIAL INVOICE A\,2013-06-01,8.0
INVOICE 10 tY7Med-602,2013-06-01,6.0
=) a,2013-06-01,5.0
Invoice number iv2a64606,2013-06-01,1.38
Address:4894 Melanie Pass Apt. 742,2013-06-01,0.0
Huff-Bryan,2013-07-01,955.61
COMMERCIAL INVOICE,2013-07-01,861.01
INVOICE,2013-07-01,564.16
TAX INVOICE,2013-07-01,228.23
y| LCO |,2013-07-01,107.28
"Parker, Phillips and Thomas",2013-07-01,43.55
=) UJ,2013-07-01,19.05
INVOICE 10 INvi23-29/877,2013-07-01,5.0
=) a,2013-07-01,4.0
INVOICE A\,2013-07-01,3.0
COMMERCIAL INV,2013-08-01,4123.0
Invoice Date: 18-Aug-2013,2013-08-01,1166.42
COMMERCIAL INVOICE,2013-08-01,671.8199999999999
=) UJ,2013-08-01,407.65
=,2013-08-01,361.59
"Duran, Morgan andl Loper, COMMERCIAL INVOIC",2013-08-01,352.86
TAX INVOICE,2013-08-01,122.67
"Parker, Phillips and Thomas",2013-08-01,66.54
Robinson-Carson 62 96 e,2013-08-01,62.36
INVOICE,2013-08-01,6.0
Invoice number INV97929405,2013-08-01,5.05
Jensen Group. INVOICE,2013-08-01,4.0
TAX INVOICE,2013-09-01,549.18
Wy Date: 19-Sep-2013,2013-09-01,201.98
yy Date: 11-Sep-2013,2013-09-01,137.04
=) UJ,2013-09-01,104.94
Robinson-Carson 62 96 e,2013-09-01,78.12
| LCO jj,2013-09-01,77.29
Yoder Luc,2013-09-01,63.93
"Duran, Morgan and Loper INVOICE",2013-09-01,48.52
INVOICE A\,2013-09-01,33.83
COMMERCIAL INVOICE,2013-09-01,5.0
TAX INVOICE A\,2013-09-01,5.0
INVOICE Invoice number 9880-501,2013-09-01,4.0
INVOICE 10 INVZe-731887,2013-09-01,3.0
INVOICE,2013-10-01,86.5
COMMERCIAL INVOICE,2013-10-01,10.0
TAX INVOICE,2013-10-01,9.0
INVOICE INVOICE ID 3Y7M4d-033,2013-10-01,3.0
Wy Date: 26-Oct-2013,2013-10-01,1.01
INVOICE,2013-11-01,768.6600000000001
SB Invoice Date: 15-Nov-2013,2013-11-01,768.66
COMMERCIAL INVOICE,2013-11-01,712.9
TAX INVOICE,2013-11-01,668.95
A Date: 06-Nov-2013,2013-11-01,444.69
INVOICE A\,2013-11-01,96.33
| LCO jj,2013-11-01,67.23
"Parker, Phillips and Thomas",2013-11-01,16.11
"Rogers, Olson and Sanders",2013-11-01,10.0
INVOICE 1D 0167-705,2013-11-01,5.0
Invoice number INVIS7-461679,2013-11-01,5.0
ss,2013-11-01,1.0
"Rogers, Olson and Sanders",2013-12-01,82.15
72224 Ana Cliff,2013-12-01,39.49
INVOICE,2013-12-01,23.0
TAX INVOICE,2013-12-01,8.0
COMMERCIAL INVOICE,2013-12-01,6.0
Jensen Group. INVOICE,2013-12-01,6.0
Invoice number INVI02-52/173,2013-12-01,5.0
INVOICE,2014-01-01,1260.4
Wy Dale: 15-Jan-2014,2014-01-01,965.06
"Duran, Morgan andl Loper, COMMERCIAL INVOIC",2014-01-01,492.74
Address:4894 Melanie Pass Apt. 742,2014-01-01,342.26000000000005
COMMERCIAL INVOICE,2014-01-01,181.0
=) UJ,2014-01-01,134.09
S TAX INVOICE,2014-01-01,96.31
"""am NO",2014-01-01,69.93
Bill to:Jordan Harvey,2014-01-01,30.53
"Rogers, Olson and Sanders",2014-01-01,6.0
TAX INVOICE INVOICE ID 2950-561,2014-01-01,6.0
COMMERCIAL INVOICE A\,2014-01-01,5.0
=) a,2014-01-01,3.0
Huft-Bryan,2014-02-01,640.48
TAX INVOICE,2014-02-01,525.51
INVOICE,2014-02-01,44.94
"Parker, Phillips and Thomas",2014-02-01,35.28
S TAX INVOICE,2014-02-01,14.09
Jensen Group. INVOICE,2014-02-01,6.0
=) a,2014-02-01,2.0
COMMERCIAL INVOICE,2014-02-01,1.0
ss,2014-02-01,1.0
Yoder LLC,2014-03-01,804.57
Robinson-Carson 62 96 e,2014-03-01,448.46
Huff-Bryan,2014-03-01,170.08
TAX INVOICE,2014-03-01,146.88
Huft-Bryan,2014-03-01,72.52
Yoder Luc,2014-03-01,70.38
INVOICE,2014-03-01,70.0
"Rogers, Olson and Sanders",2014-03-01,62.45
| LCO jj,2014-03-01,45.82
COMMERCIAL INVOICE,2014-03-01,7.0
INVOICE INVOICE ID INVO9593741,2014-03-01,4.0
INVOICE A\,2014-03-01,1.0
Invoice Date: 20-Mar-2014,2014-03-01,1.0
co TAX INVOICE,2014-03-01,0.08
Address:4894 Melanie Pass Apt. 742,2014-03-01,0.0
BSS,2014-04-01,550.8
Huft-Bryan,2014-04-01,285.24
Yoder Luc,2014-04-01,94.43
Buyer Kristina Hall MD,2014-04-01,65.63
| LCO jj,2014-04-01,52.66
TAX INVOICE,2014-04-01,22.0
COMMERCIAL INVOICE,2014-04-01,16.72
Date: 30-Apr-2014,2014-04-01,5.0
INVOICE,2014-04-01,5.0
TAX INVOICE A\,2014-04-01,5.0
Invoice number 7251-170,2014-04-01,4.69
INVOICE A\,2014-04-01,4.0
"Rogers, Olson and Sanders",2014-04-01,3.0
TAX INVOICE,2014-05-01,1190.25
INVOICE,2014-05-01,1112.36
COMMERCIAL INVOICE,2014-05-01,804.2
Ba.,2014-05-01,740.55
